"index","listing_id","price","nbhood_full","host_name","last_review","description","room_type"
"13408","23669328","50 dollars","Brooklyn, Bushwick","Dylan","June 28 2019","Private Bedroom in Apartment in Bushwick & Bedstuy","Private room"
"13409","23670513","26 dollars","Bronx, Olinville","Sissy","March 07 2019","Nice place for ladies only","SHARED ROOM"
"13410","23671009","189 dollars","Brooklyn, South Slope","Sophia","March 10 2019","PARK SLOPE REDESIGNED apt 2 BDRS trains F,G,R,2,3!","entire home/apt"
"13411","23681735","400 dollars","Manhattan, East Village","East Village","June 03 2019","1 Bedroom Apt with Terrace in East Village-Terrace","Entire home/apt"
"13412","23683049","245 dollars","Manhattan, Harlem","Alexis","June 26 2019","Luxurious Three Bedroom","ENTIRE HOME/APT"
"13413","23683520","125 dollars","Brooklyn, Bedford-Stuyvesant","Antoinette","June 26 2019","Brownstone 439","entire home/apt"
"13414","23683924","220 dollars","Manhattan, Civic Center","Patrizio","May 01 2019","Stunning designer loft in the heart of Downtown","entire home/apt"
"13415","23684655","55 dollars","Queens, Ridgewood","Ermina","May 25 2019","Comfy and Spacious Oasis in Artsy Neighborhood","PRIVATE ROOM"
"13416","23684864","250 dollars","Brooklyn, Fort Greene","Amir","June 23 2019","Fort Greene 3 bedroom duplex apartment","Entire home/apt"
"13417","23684973","110 dollars","Manhattan, Gramercy","Emmanuel","June 23 2019","Gramercy Park. Private, on the park","private room"
"13418","23686606","175 dollars","Manhattan, Harlem","Kaiti","June 23 2019","Huge 1BR Wes Anderson Style Manhattan Apartment","Entire home/apt"
"13419","23687344","81 dollars","Manhattan, Harlem","Tara & Carl","July 03 2019","Large Room in Brownstone, heart of historic Harlem","Private room"
"13420","23690062","75 dollars","Manhattan, Hell's Kitchen","Gúney","June 23 2019","Beautiful Shared Apt in West Midtown","Shared room"
"13421","23691189","37 dollars","Brooklyn, Bedford-Stuyvesant","Sergii","January 13 2019","Bright cozy room near Subway (M, J, Z, G trains)","shared room"
"13422","23691588","32 dollars","Brooklyn, Bedford-Stuyvesant","Sergii","March 16 2019","Spacious shared room in modern Bed-Stuy","Shared room"
"13423","23692933","200 dollars","Manhattan, West Village","Gabriella","June 02 2019","Luxury Townhouse w Balcony in West Village / Soho","ENTIRE HOME/APT"
"13424","23696307","150 dollars","Brooklyn, Bedford-Stuyvesant","Nina","June 09 2019","Lovely 2 bdr loft in Clinton Hill, Brooklyn","Entire home/apt"
"13425","23696695","70 dollars","Brooklyn, Bedford-Stuyvesant","Anne-Katrin","June 09 2019","Large and bright private space in shared house!","Private room"
"13426","23700333","108 dollars","Manhattan, Midtown","Rina","April 28 2019","Private room only 1 min from Empire state Building","PRIVATE ROOM"
"13427","23702317","105 dollars","Manhattan, Harlem","Virginia","June 30 2019","The Greenland In Harlem NYC","private room"
"13428","23702356","147 dollars","Manhattan, Harlem","Virginia","April 22 2019","The Yellow CropTop in Harlem NYC","PRIVATE ROOM"
"13429","23703345","139 dollars","Brooklyn, East New York","Karen","June 24 2019","Home Away From Home-2","Entire home/apt"
"13430","23709995","80 dollars","Manhattan, Chinatown","Michelle","June 27 2019","Comfortable 1 Bedroom Gem in Chinatown / Lil Italy","ENTIRE HOME/APT"
"13431","23710983","75 dollars","Brooklyn, Prospect-Lefferts Gardens","Shani & Emily","January 01 2019","Private light filled room in spacious apartment","Private room"
"13432","23712143","40 dollars","Bronx, Morrisania","Ibrahim Maiga","July 04 2019","2e chambre pour 1 personne o√π couple","Private room"
"13433","23713825","80 dollars","Manhattan, East Harlem","Claudio","July 07 2019","Private Room","Private room"
"13434","23714194","220 dollars","Manhattan, Lower East Side","Brooke","May 13 2019","Spacious Sunny Studio- heart of Lower East Side","Entire home/apt"
"13435","23714854","119 dollars","Manhattan, Two Bridges","Tess","May 15 2019","Gorgeous Room in Downtown Designer Apartment","Private room"
"13436","23718065","60 dollars","Queens, Long Island City","Alexandra","June 30 2019","Room for rent in a family house","PRIVATE ROOM"
"13437","23719597","178 dollars","Manhattan, East Village","Harry","June 05 2019","1 BR Near Union Square - a bridge to all boroughs","Entire home/apt"
"13438","23723855","175 dollars","Manhattan, Upper West Side","Sarah","June 27 2019","Sunny Room in Townhouse near Central Park","private room"
"13439","23725946","130 dollars","Brooklyn, Clinton Hill","Khorkhe","June 23 2019","Cozy Oasis is Clinton Hill.","ENTIRE HOME/APT"
"13440","23727037","135 dollars","Brooklyn, East Flatbush","Charlene","July 03 2019","Brooklyn's Best Kept Secret","entire home/apt"
"13441","23727326","100 dollars","Queens, Glendale","Kalani","July 05 2019","Spacious brand new apartment 2 bedrooms - 2bath","Entire home/apt"
"13442","23727923","325 dollars","Queens, Astoria","Kimberley","July 03 2019","2 Bedroom Apt Newly renovated-10 Min to Times SQ.","entire home/apt"
"13443","23728057","150 dollars","Brooklyn, Crown Heights","Joycelyn","June 29 2019","Luxurious Brooklyn Getaway - Two Bedroom Apartment","Entire home/apt"
"13444","23728069","100 dollars","Brooklyn, Flatbush","Mel","July 01 2019","Marlborough Road Air BnB","Entire home/apt"
"13445","23729632","75 dollars","Brooklyn, Williamsburg","Mafer","July 03 2019","Sunny, clean & cozy room in Williamsburg","private room"
"13446","23733244","130 dollars","Brooklyn, Bushwick","Florentino & Brian","June 18 2019","Bushwick Oasis","Private room"
"13447","23741795","105 dollars","Brooklyn, Crown Heights","Chiara","June 24 2019","Cozy, Eclectic Brooklyn Getaway","Entire home/apt"
"13448","23743988","150 dollars","Manhattan, Upper West Side","Whitney","May 08 2019","PRIVATE CLEAN APARTMENT, NEXT TO CENTRAL PARK!","Entire home/apt"
"13449","23744762","57 dollars","Bronx, Concourse Village","Genae","March 11 2019","Large Yankee stadium Bronx bedroom in spacious apt","Private room"
"13450","23745442","50 dollars","Queens, Flushing","Kevin","June 17 2019","COZY PRIVATE ROOM, FLUSHING QUEENS Big room","private room"
"13451","23745732","325 dollars","Manhattan, East Village","Andy","June 18 2019","*Prime East Village* Quiet & Spacious 2BR Flat","Entire home/apt"
"13452","23746579","300 dollars","Brooklyn, Williamsburg","Alex","July 05 2019","Spacious,sunny, artistic loft by the L train","entire home/apt"
"13453","23747164","150 dollars","Queens, Long Island City","Suzane","June 30 2019","Artsy NYC Apt & BACKYARD, 7 Minutes to Manhattan","Entire home/apt"
"13454","23747957","250 dollars","Manhattan, East Harlem","Alex & Yoly","June 30 2019","Modern Harlem Gem","ENTIRE HOME/APT"
"13455","23748601","112 dollars","Brooklyn, Bedford-Stuyvesant","Juliette","May 26 2019","Spacious Park View Parlor Floor, Artists Townhouse","entire home/apt"
"13456","23749162","175 dollars","Manhattan, West Village","Emanuel","June 09 2019","West Village Paradise - Large 1 bedroom","Entire home/apt"
"13457","23750601","100 dollars","Brooklyn, Bedford-Stuyvesant","Julia","April 08 2019","Charming & inviting Brooklyn Brownstone apartment","Entire home/apt"
"13458","23752247","280 dollars","Manhattan, West Village","Cory","May 10 2019","Super sunny 1BR apartment in West Village","Entire home/apt"
"13459","23752922","750 dollars","Brooklyn, Williamsburg","Pascal-Louis","January 01 2019","Luxurious Townhouse in Williamsburg","Entire home/apt"
"13460","23756498","125 dollars","Brooklyn, Flatbush","Jude","June 25 2019","Private and Cozy in the Heart of Flatbush Avenue","entire home/apt"
"13461","23760168","105 dollars","Brooklyn, Bushwick","Kellie & Joachim","July 01 2019","HUGE *SUITE*, with EN SUITE, AC/Heat","ENTIRE HOME/APT"
"13462","23761645","69 dollars","Bronx, Wakefield","Paul","February 27 2019","2BR Wakefield Bronx 20 min NYC 10 min  Westchester","Entire home/apt"
"13463","23761707","47 dollars","Bronx, Concourse Village","Vas","May 15 2019","Large Private Room. Safe area. Near 4 and D trains","Private room"
"13464","23762605","120 dollars","Manhattan, Upper West Side","Saphira","April 30 2019","Luxury Bedroom in  a Cozy, Relaxed NYC Atmosphere!","private room"
"13465","23763367","89 dollars","Queens, Astoria","Jay","June 29 2019","Astoria Prime","Entire home/apt"
"13466","23765706","172 dollars","Manhattan, Chelsea","Petar","March 31 2019","Beautiful Large 1br in the middle of Manhattan","entire home/apt"
"13467","23765937","550 dollars","Brooklyn, Williamsburg","Emerson","July 05 2019","Huge Williamsburg Loft w/ kids friendly amenities.","entire home/apt"
"13468","23768711","149 dollars","Queens, Flushing","Tony","June 28 2019","Flushing ÊóÖÊ∏∏,Êé¢‰∫≤,ÁïôÂ≠¶ÁîüÈ¶ñÈÄâ private bedrm, bath, livingrm","Entire home/apt"
"13469","23769218","149 dollars","Queens, Flushing","Tony","June 30 2019","Better than hotel whole apt next 2 MAIN ST Flushin","Entire home/apt"
"13470","23772252","96 dollars","Brooklyn, Williamsburg","Dasha","January 02 2019","Large, Sunny Williamsburg Apt - Private Room :)","Private room"
"13471","23772767","125 dollars","Brooklyn, Williamsburg","Angie","May 27 2019","First floor #6","Private room"
"13472","23773431","45 dollars","Brooklyn, Bedford-Stuyvesant","Alexi","March 24 2019","Comfortable home in the heart of it all","Private room"
"13473","23775392","75 dollars","Brooklyn, Prospect Heights","Jonathon André","June 23 2019","Big, Sunny 1 Bed- Roof Top Access-Central Location","PRIVATE ROOM"
"13474","23779181","30 dollars","Manhattan, East Harlem","Ty","April 29 2019","Sunny Bedroom in East Harlem","private room"
"13475","23784498","200 dollars","Brooklyn, Bedford-Stuyvesant","Rebeca","June 14 2019","Entire 2 bedroom Brownstone apt - Bedstuy Brooklyn","Entire home/apt"
"13476","23784779","160 dollars","Manhattan, Two Bridges","Jayu","July 06 2019","Downtown private room (Queen Bed) + BREAKFAST","PRIVATE ROOM"
"13477","23785875","300 dollars","Manhattan, Washington Heights","Asia","July 01 2019","Large Manhattan Duplex 30 mins to Times Square!","Entire home/apt"
"13478","23788475","90 dollars","Manhattan, Hell's Kitchen","Ken","June 13 2019","Clean Room right by Columbus Circle / Central Park","Private room"
"13479","23788708","375 dollars","Manhattan, Hell's Kitchen","Joe","June 19 2019","Location! Location! Location! Quiet and Cozy, 3 bd","Entire home/apt"
"13480","23789480","50 dollars","Brooklyn, East Flatbush","Leah","May 27 2019","Queen Charlotte‚Äôs in B‚Äôklyn  (accommodation for 1)","Private room"
"13481","23790556","89 dollars","Manhattan, East Village","Linnea","June 28 2019","A private bedroom in the Heart of the East Village","Private room"
"13482","23790744","60 dollars","Manhattan, Harlem","Susannah","July 07 2019","Park-lovers Paradise in Central Manhattan","PRIVATE ROOM"
"13483","23791349","100 dollars","Brooklyn, Bushwick","Kerelle","February 11 2019","Modern style apartment in the heart of Bushwick","Entire home/apt"
"13484","23792606","65 dollars","Brooklyn, Greenpoint","Sergii","April 02 2019","Newest private room / 15 mins to Manhattan","PRIVATE ROOM"
"13485","23792656","125 dollars","Brooklyn, Prospect-Lefferts Gardens","Garcia","June 29 2019","G&G Brooklyn Palace","Entire home/apt"
"13486","23799904","85 dollars","Queens, Flushing","Alan","June 30 2019","Bright and Beautiful 1BR in Downtown Flushing","Entire home/apt"
"13487","23803334","86 dollars","Brooklyn, Williamsburg","Sarah","June 23 2019","Cozy private room in the Heart of Williamsurg!","PRIVATE ROOM"
"13488","23804783","99 dollars","Manhattan, Harlem","Allan C.","January 04 2019","Zen Private Bedroom ~Hamilton Heights, NY","Private room"
"13489","23807257","270 dollars","Manhattan, Harlem","Chance","June 22 2019","Historic Brownstone - Full Floor - Central Harlem","Entire home/apt"
"13490","23807600","195 dollars","Queens, Jackson Heights","Andrea","June 17 2019","A Gem close to every Borough in NYC!!","ENTIRE HOME/APT"
"13491","23807689","110 dollars","Manhattan, Lower East Side","Ez","May 27 2019","Il Ponte *LES* Suite - free street Parking & Wifi","ENTIRE HOME/APT"
"13492","23809758","75 dollars","Brooklyn, Bushwick","David","June 27 2019","Modern Home with Exposed Brick on a Quiet Street","Private room"
"13493","23809978","55 dollars","Brooklyn, Columbia St","Jeffrey","June 28 2019","2 bedrooms in a Red Hook Brooklyn home!","Private room"
"13494","23810398","35 dollars","Brooklyn, Crown Heights","Felisha","July 02 2019","Bed Stuy Brownstone 50 steps to the Train :)","private room"
"13495","23811416","129 dollars","Manhattan, Hell's Kitchen","Nour","June 23 2019","‚òÖMinimalist Spacious Bright sunny room in Midtown‚òÖ","private room"
"13496","23811541","139 dollars","Manhattan, Theater District","Aravind","May 27 2019","Luxury Apartment close to Time Square, NYC","Private room"
"13497","23812583","129 dollars","Manhattan, Hell's Kitchen","Nour","June 19 2019","‚òÖ Clean/Trendy/Sunny room ‚òÖ in the center of NYC","Private room"
"13498","23820164","85 dollars","Brooklyn, Bedford-Stuyvesant","Jasmaine","June 25 2019","The Spark Spot","Entire home/apt"
"13499","23820465","105 dollars","Queens, Astoria","Ez","June 08 2019","Suite Dante-15 min Central Park+free street park","Entire home/apt"
"13500","23820538","600 dollars","Brooklyn, Williamsburg","Nadira","June 17 2019","Large 3 Bedroom Loft in Heart of Williamsburg","Entire home/apt"
"13501","23820909","110 dollars","Brooklyn, Williamsburg","Kris","June 04 2019","Charming Bright Apartment Minutes From Manhattan","Entire home/apt"
"13502","23821848","280 dollars","Brooklyn, Williamsburg","Quentin","January 01 2019","Bright, super spacious 1.5 bedroom apt","entire home/apt"
"13503","23822397","75 dollars","Brooklyn, Bushwick","Johnny","July 01 2019","Sunny room in Bushwick loft with private balcony","Private room"
"13504","23827905","30 dollars","Manhattan, Upper West Side","Omar","June 27 2019","Central Park View-Free Museum Tickets-Private Room","private room"
"13505","23837898","100 dollars","Brooklyn, Bedford-Stuyvesant","Aj","July 07 2019","The Sunset Affair","Entire home/apt"
"13506","23838063","67 dollars","Brooklyn, Bushwick","Kat","June 30 2019","Spacious getaway room in the heart of Bushwick","Private room"
"13507","23838400","200 dollars","Manhattan, East Village","Zander","July 01 2019","Spacious East village apartment","ENTIRE HOME/APT"
"13508","23838734","65 dollars","Manhattan, Harlem","Gilles","July 01 2019","Bedroom in Harlem near Central Park","private room"
"13509","23839013","110 dollars","Staten Island, Grymes Hill","Sebastian","June 25 2019","New 2-Bedrooms on Grymes Hill","entire home/apt"
"13510","23839200","49 dollars","Brooklyn, South Slope","Gustavo","June 20 2019","Friendly, unpretentious, close to the subway","PRIVATE ROOM"
"13511","23839890","39 dollars","Manhattan, Harlem","Annie","January 01 2019","Beautiful huge room with a lovely Bay Window","PRIVATE ROOM"
"13512","23839939","199 dollars","Manhattan, Chelsea","Sam","July 02 2019","*Location, Location | Chelsea | Meat Packing*","Entire home/apt"
"13513","23840030","65 dollars","Queens, Woodside","Antonia","May 22 2019","Cozy, Convenient 10 min from Manhattan !","Private room"
"13514","23842204","65 dollars","Brooklyn, Crown Heights","Beth","July 06 2019","Cozy Brooklyn Oasis 20min to Manhattan(for 1 or 2)","PRIVATE ROOM"
"13515","23842721","47 dollars","Brooklyn, Bedford-Stuyvesant","Wendy","June 26 2019","Wendy's New York Homestay","Private room"
"13516","23844034","110 dollars","Queens, Elmhurst","L.Marce","June 01 2019","Marce‚Äôs  Retreat- Perfection in NYC!","entire home/apt"
"13517","23849343","240 dollars","Manhattan, Murray Hill","Lisa","May 26 2019","Apartment in Midtown East","Entire home/apt"
"13518","23851659","45 dollars","Manhattan, Harlem","Frederic","June 30 2019","Cozy bedroom in the heart of South Harlem","Private room"
"13519","23852718","200 dollars","Brooklyn, Williamsburg","Alex","May 05 2019","Sunlit Williamsburg Apartment, Prime Location","Entire home/apt"
"13520","23855867","170 dollars","Manhattan, Stuyvesant Town","J","June 16 2019","HUGE 1 bedroom in Manhattan","Entire home/apt"
"13521","23856563","125 dollars","Queens, Long Island City","Megan","May 12 2019","Sun-filled Artist Home 1BR in convenient L.I.C !","entire home/apt"
"13522","23857107","150 dollars","Manhattan, Tribeca","Ryan","June 11 2019","Spacious 1 Bedroom in TriBeCa","entire home/apt"
"13523","23857631","50 dollars","Queens, Ridgewood","Joey","June 24 2019","Very convinced new room for 2 at affordable price","PRIVATE ROOM"
"13524","23857837","50 dollars","Queens, Ridgewood","Joey","June 24 2019","Renovated room perfect for 2 guests exploring NYC","private room"
"13525","23858270","90 dollars","Brooklyn, Bay Ridge","MJ & Al","July 08 2019","Renovated Studio Apt! Walk to the Subway & Ferry!","Private room"
"13526","23858353","60 dollars","Brooklyn, Bedford-Stuyvesant","Vika & Josh","July 02 2019","A lovely taste of Brooklyn with this small bedroom","Private room"
"13527","23858901","154 dollars","Brooklyn, Williamsburg","Marina","June 07 2019","Spacious Designer Furnished 2BR in E Williamsburg","entire home/apt"
"13528","23859194","80 dollars","Manhattan, Upper West Side","David","June 24 2019","Old School New York","Private room"
"13529","23860219","2990 dollars","Manhattan, Nolita","Ilo And Richard","June 29 2019","Designer's Beautiful 2BR Apartment in NOLITA/SOHO","entire home/apt"
"13530","23861367","69 dollars","Brooklyn, Bushwick","S.","June 23 2019","Love Nest, Just for 2","entire home/apt"
"13531","23861801","30 dollars","Brooklyn, Bedford-Stuyvesant","Ndeye Aissatou","June 30 2019","2 Sofa-beds in Livingroom- Check in: 5:45pm - 11pm","Shared room"
"13532","23870798","140 dollars","Manhattan, Lower East Side","Jose","June 22 2019","Genuine Lower East Side 1BR apt","Entire home/apt"
"13533","23871290","55 dollars","Brooklyn, Park Slope","Katy","April 14 2019","Bright, massive live/work space in Park Slope","Private room"
"13534","23872299","50 dollars","Queens, Flushing","Kevin","June 07 2019","LARGE COZY PRIVATE ROOM, FLUSHING QUEENS Cozy room","private room"
"13535","23874025","179 dollars","Manhattan, Financial District","Sonder","February 26 2019","Sonder | 116 John | Bright 1BR + Gym","Entire home/apt"
"13536","23874196","45 dollars","Queens, Astoria","Nevine","May 24 2019","Comfortable and cozy room in the heart of Astoria.","private room"
"13537","23874777","187 dollars","Manhattan, Financial District","Sonder","May 28 2019","Sonder | 116 John | Lively 1BR + Gym","Entire home/apt"
"13538","23875745","249 dollars","Brooklyn, Williamsburg","Ann","May 06 2019","Williamsburg large 2 Bedroom / 2 Bathroom","entire home/apt"
"13539","23876337","182 dollars","Manhattan, Financial District","Sonder","January 01 2019","Sonder | 116 John | Warm 1BR + Gym","Entire home/apt"
"13540","23876348","40 dollars","Brooklyn, Bedford-Stuyvesant","John","April 28 2019","Cozy Room for 3, Only 1 Block From The Subway!","Private room"
"13541","23876355","60 dollars","Queens, Astoria","Eliana","April 11 2019","Clean an comfortable apartment","private room"
"13542","23876927","50 dollars","Queens, Astoria","Ana Y Hugo","June 18 2019","BEST LOCATION IN NY","Private room"
"13543","23877625","175 dollars","Brooklyn, Bedford-Stuyvesant","Eva","June 26 2019","Bright 2BR  Private Backyard 25 min to  Manhattan!","ENTIRE HOME/APT"
"13544","23877781","195 dollars","Brooklyn, Gowanus","Bernadette","June 30 2019","Modern Comfort in Carroll Gardens, Brooklyn","ENTIRE HOME/APT"
"13545","23879156","40 dollars","Brooklyn, Bedford-Stuyvesant","John","April 28 2019","Best Room for 3, Only 1 Block From The Subway!","Private room"
"13546","23879304","60 dollars","Bronx, University Heights","Elizabeth","January 01 2019","Beautiful room","Private room"
"13547","23890947","72 dollars","Manhattan, Upper West Side","Jessica","June 30 2019","106th and Amsterdam open, spacious apartment!","Private room"
"13548","23893916","100 dollars","Brooklyn, Bedford-Stuyvesant","Michele & Lucien","May 24 2019","Comfortable 2-Room Studio Apt with Backyard","Entire home/apt"
"13549","23894317","75 dollars","Brooklyn, Bedford-Stuyvesant","Kristal","June 09 2019","Cute Private Bedroom in Brooklyn","Private room"
"13550","23894403","250 dollars","Manhattan, West Village","Daniel","May 27 2019","Chic Bohemian 1 br in the heart of West Village","Entire home/apt"
"13551","23900919","40 dollars","Brooklyn, Flatbush","Jon","May 30 2019","Welcoming and Beautiful bedroom in Brooklyn.","Private room"
"13552","23900940","60 dollars","Queens, South Ozone Park","Gregorio","June 24 2019","Room #1 With Private Shower","Private room"
"13553","23901030","339 dollars","Manhattan, Midtown","Michael","April 19 2019","Wyndham Midtown 45 (2 Bedroom Presidential) 5A","ENTIRE HOME/APT"
"13554","23901118","65 dollars","Queens, South Ozone Park","Gregorio","June 24 2019","Room #3 Bright, Quiet, Near Race-track and Casino","Private room"
"13555","23901252","269 dollars","Manhattan, Midtown","Michael","January 02 2019","Wyndham Midtown 45 (1 Bedroom Presidential) 3A","Entire home/apt"
"13556","23901420","269 dollars","Manhattan, Midtown","Michael","May 03 2019","Wyndham Midtown 45 (1 Bedroom Presidential) 2A","entire home/apt"
"13557","23901526","269 dollars","Manhattan, Midtown","Michael","January 01 2019","Wyndham Midtown 45 (1 Bedroom Presidential) 1A","Entire home/apt"
"13558","23901975","180 dollars","Manhattan, Midtown","Ashumi","June 02 2019","BrightClean Studio near Grand Central (MurrayHill)","entire home/apt"
"13559","23902562","200 dollars","Manhattan, Hell's Kitchen","Eric","May 01 2019","QUIET 1BR apartment CLOSE to EVERYTHING","entire home/apt"
"13560","23902905","63 dollars","Manhattan, Midtown","Bonnie","June 03 2019","Shared Room in Midtown East","Shared room"
"13561","23903645","65 dollars","Manhattan, Harlem","Crystal","January 03 2019","It's Quiet Uptown","Entire home/apt"
"13562","23903960","300 dollars","Manhattan, Hell's Kitchen","Luis","June 21 2019","Spacious Stylish 2 br duplex in HK ft from Time SQ","ENTIRE HOME/APT"
"13563","23905099","100 dollars","Brooklyn, Bedford-Stuyvesant","Micah","June 16 2019","The Most Delicious Airbnb Ever","Private room"
"13564","23906042","190 dollars","Bronx, Morris Park","Bettina","June 09 2019","Bronx Penthouse","Entire home/apt"
"13565","23913344","300 dollars","Brooklyn, Boerum Hill","Rachel","January 02 2019","Private Garden Apt in Cobble Hill, Brooklyn","Entire home/apt"
"13566","23917121","125 dollars","Brooklyn, Bedford-Stuyvesant","Allegra","July 07 2019","Sunny, Spacious Bed Stuy Dream Apartment","ENTIRE HOME/APT"
"13567","23917760","45 dollars","Brooklyn, Sunset Park","Marcus","July 05 2019","Cozy mezzanine bdrm in charming Bklyn neighborhood","Private room"
"13568","23921983","50 dollars","Queens, Flushing","Soon","June 06 2019","Private Studio in charming Tudor style home.","Private room"
"13569","23922092","199 dollars","Manhattan, East Harlem","Jillian","May 12 2019","Modern One-bedroom Apartment in Manhattan","entire home/apt"
"13570","23922930","49 dollars","Queens, Flushing","Vicky","June 23 2019","Ê∏©È¶®Â∞èÂ±ã","PRIVATE ROOM"
"13571","23924218","105 dollars","Brooklyn, Williamsburg","Matthieu","January 27 2019","Apartment in the heart of Williamsburg","Entire home/apt"
"13572","23925434","50 dollars","Brooklyn, Bedford-Stuyvesant","Rachel","June 09 2019","Brooklyn Brownstone Charm*","Private room"
"13573","23926049","95 dollars","Brooklyn, Greenpoint","Rebecca","June 04 2019","Room in Greenpoint w/ private balcony and bathroom","private room"
"13574","23926532","47 dollars","Brooklyn, East Flatbush","Edna","June 28 2019","Quiet, Sunny Bedroom in Lefferts Gardens","Private room"
"13575","23926896","100 dollars","Manhattan, Inwood","Ashley","June 16 2019","Bright & airy uptown sanctuary","entire home/apt"
"13576","23932185","65 dollars","Brooklyn, Greenpoint","Sergii","March 31 2019","Cozy private room / Williamsburg / L train","Private room"
"13577","23933041","105 dollars","Manhattan, Hell's Kitchen","Abbie","June 27 2019","Times Square+Central Park Luxury Room","private room"
"13578","23934000","50 dollars","Brooklyn, Flatbush","Elizabeth","June 27 2019","Room 5 - Quiet Retreat in Historic Victorian Home","Private room"
"13579","23935141","175 dollars","Brooklyn, Flatbush","Jenna","June 29 2019","Sun-filled, Mod 3BR Apt Steps from Prospect Park","Entire home/apt"
"13580","23937672","75 dollars","Queens, South Ozone Park","Gregorio","June 19 2019","Room #2 Near JFK airport, Race-Track, Casino.","private room"
"13581","23940102","125 dollars","Manhattan, Upper East Side","Laila","May 14 2019","BRAND NEW PRIVATE STUDIO 5 BLOCKS TO CENTRAL PARK!","ENTIRE HOME/APT"
"13582","23942226","60 dollars","Brooklyn, Bushwick","Michelle","May 18 2019","Bushwick Room w Private Bath, 1 Block to Subway","Private room"
"13583","23942859","148 dollars","Manhattan, Upper East Side","Cindy","June 23 2019","Modern home at excellent location","ENTIRE HOME/APT"
"13584","23943070","50 dollars","Brooklyn, Bedford-Stuyvesant","Endazsia","June 21 2019","Cozy Studio Apartment","Entire home/apt"
"13585","23943948","1000 dollars","Manhattan, East Village","Patti","July 04 2019","East Village Celebrity Townhouse","entire home/apt"
"13586","23946148","135 dollars","Brooklyn, Sunset Park","Stephanie","June 29 2019","Spacious Studio with Private Patio in Greenwood!","Entire home/apt"
"13587","23946427","140 dollars","Brooklyn, Midwood","Aleksandra","January 09 2019","Big Bright 1BR Apt in the Heart of Brooklyn!","entire home/apt"
"13588","23946641","159 dollars","Manhattan, Upper East Side","Gio","May 27 2019","Lavish Private room w/ Private Bath in upper east","Private room"
"13589","23946797","50 dollars","Manhattan, East Harlem","Peiyi","June 23 2019","Entire apt in Manhattan. 15 mins to Times Square!","entire home/apt"
"13590","23955348","600 dollars","Manhattan, East Village","P","June 02 2019","Sunny East Village 3/2 Apt in Prime Location!","Entire home/apt"
"13591","23957942","200 dollars","Brooklyn, Bushwick","Sage","June 25 2019","Kiki‚Äôs Place!","Entire home/apt"
"13592","23958542","49 dollars","Brooklyn, Canarsie","Marlyn","May 29 2019","Cozy Corner","Private room"
"13593","23961249","35 dollars","Brooklyn, Crown Heights","Carol","June 13 2019","Private Room in Bklyn Brownstone; 20 mins to NYC!","private room"
"13594","23961333","180 dollars","Brooklyn, Bedford-Stuyvesant","Killa","May 29 2019","The Nile River","Entire home/apt"
"13595","23961376","100 dollars","Manhattan, East Village","Steven","July 02 2019","Beautiful red-brick bedroom in prime East Village","PRIVATE ROOM"
"13596","23963981","155 dollars","Brooklyn, Canarsie","Ketia","July 05 2019","Home away from home","entire home/apt"
"13597","23964318","80 dollars","Manhattan, Upper East Side","Samet","January 28 2019","Private Bedroom-Upper East Side-Central Park","Private room"
"13598","23964830","70 dollars","Manhattan, East Harlem","Johnny","June 25 2019","Upper East Side Cozy Room!!!","Private room"
"13599","23965460","70 dollars","Manhattan, Inwood","Adeola","May 24 2019","Cleo's Royale","private room"
"13600","23966710","38 dollars","Queens, Astoria","Rafael","June 29 2019","Private Room in Astoria 15 mins to Manhattan / LGA","Private room"
"13601","23970993","75 dollars","Manhattan, Upper West Side","Tanya & Mirjan","June 24 2019","Comfort & Convenience in the middle of NYC!","Private room"
"13602","23973305","120 dollars","Manhattan, Upper East Side","Jessica","June 30 2019","Private Sunny Apartment on the Upper East Side","entire home/apt"
"13603","23975246","160 dollars","Brooklyn, Williamsburg","Nebojsa","May 31 2019","Your private cozy Williamsburg apartment","Entire home/apt"
"13604","23976566","28 dollars","Queens, Rosedale","Latoya","May 09 2019","Clean Private Room in Rosedale - Close to JFK+Mall","PRIVATE ROOM"
"13605","23976700","210 dollars","Manhattan, Chinatown","Emily","May 04 2019","HUGE ARTSY DESIGNER APRT IN CHINATOWN W/ ELEVATOR","ENTIRE HOME/APT"
"13606","23979650","80 dollars","Manhattan, Financial District","Tsilala","January 02 2019","Charming Bedroom in Luxury Highrise w/ Gym & Sauna","private room"
"13607","23980622","65 dollars","Manhattan, Harlem","Avner","May 07 2019","Manhattan private room 2  Columbia university area","PRIVATE ROOM"
"13608","23986569","65 dollars","Manhattan, Harlem","Avner","June 02 2019","Manhattan private room 3 Columbia university","private room"
"13609","23990829","39 dollars","Manhattan, Harlem","Lina","July 06 2019","Cosy private room in Central Harlem apartment","PRIVATE ROOM"
"13610","23990868","88 dollars","Brooklyn, Bedford-Stuyvesant","Grace","June 16 2019","1 Bedroom in Luxury Building","ENTIRE HOME/APT"
"13611","23992091","159 dollars","Brooklyn, East Flatbush","Melissa","January 01 2019","Cozy apartment in Brooklyn, NY","Entire home/apt"
"13612","23992731","99 dollars","Brooklyn, Bushwick","Laurin","May 10 2019","Cozy studio in trendy Bushwick, Brooklyn","Entire home/apt"
